bug: apr_signal_description_get in ap_process_child_status, pair: (apr_proc_wait, apr_signal_description_get), support: 3, confidence: 75.00%
bug: apr_table_set in ap_args_to_table, pair: (ap_content_type_tolower, apr_table_set), support: 7, confidence: 77.78%
bug: apr_brigade_writev in form_header_field, pair: (apr_brigade_writev, apr_table_get), support: 3, confidence: 75.00%
bug: apr_brigade_writev in form_header_field, pair: (ap_get_server_banner, apr_brigade_writev), support: 3, confidence: 75.00%
bug: abort_socket_nonblocking in child_main, pair: (abort_socket_nonblocking, apr_atomic_inc32), support: 3, confidence: 75.00%
bug: apr_atomic_inc32 in ap_queue_info_wait_for_idler, pair: (apr_atomic_inc32, apr_atomic_read32), support: 7, confidence: 87.50%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_inc32, apr_atomic_read32), support: 7, confidence: 77.78%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_inc32, apr_atomic_read32), support: 7, confidence: 77.78%
bug: apr_thread_cond_wait in ap_queue_pop_something, pair: (apr_atomic_inc32, apr_thread_cond_wait), support: 3, confidence: 75.00%
bug: apr_atomic_inc32 in ap_queue_info_push_pool, pair: (apr_atomic_inc32, apr_thread_mutex_unlock), support: 7, confidence: 87.50%
bug: apr_atomic_inc32 in ap_queue_info_wait_for_idler, pair: (apr_atomic_casptr, apr_atomic_inc32), support: 7, confidence: 87.50%
bug: apr_atomic_inc32 in worker_thread, pair: (apr_atomic_inc32, apr_pool_clear), support: 6, confidence: 75.00%
bug: apr_atomic_inc32 in ap_queue_info_wait_for_idler, pair: (apr_atomic_inc32, apr_pool_clear), support: 6, confidence: 75.00%
bug: apr_pool_clear in main, pair: (apr_atomic_inc32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in ap_core_output_filter, pair: (apr_atomic_inc32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in setaside_remaining_output, pair: (apr_atomic_inc32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_atomic_inc32 in worker_thread, pair: (apr_atomic_inc32, apr_pool_destroy), support: 6, confidence: 75.00%
bug: apr_atomic_inc32 in ap_queue_info_wait_for_idler, pair: (apr_atomic_inc32, apr_pool_destroy), support: 6, confidence: 75.00%
bug: ap_queue_interrupt_all in child_main, pair: (ap_queue_interrupt_all, apr_atomic_inc32), support: 3, confidence: 75.00%
bug: apr_file_open_stdout in process_resource_config_cb, pair: (apr_file_open_stdout, strcmp), support: 6, confidence: 66.67%
bug: apr_file_open_stdout in dump_loaded_modules, pair: (apr_file_open_stdout, strcmp), support: 6, confidence: 66.67%
bug: apr_file_open_stdout in ap_fini_vhost_config, pair: (apr_file_open_stdout, strcmp), support: 6, confidence: 66.67%
bug: apr_is_empty_table in ap_directory_walk, pair: (apr_is_empty_table, strtol), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_http_header_filter, pair: (apr_is_empty_table, strtol), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_add_common_vars, pair: (apr_is_empty_table, strtol), support: 8, confidence: 66.67%
bug: apr_is_empty_table in core_map_to_storage, pair: (apr_is_empty_table, strtol), support: 8, confidence: 66.67%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, strtol), support: 8, confidence: 88.89%
bug: apr_table_set in ap_args_to_table, pair: (apr_table_set, strtol), support: 8, confidence: 88.89%
bug: strtol in ap_gname2id, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: strtol in set_limit_xml_req_body, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: strtol in ap_read_pid, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: strtol in ap_signal_server, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: strtol in ap_uname2id, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: strtol in ap_set_int_slot, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: strtol in set_recursion_limit, pair: (strcasecmp, strtol), support: 37, confidence: 84.09%
bug: kill in close_listeners, pair: (ap_log_error_, kill), support: 9, confidence: 69.23%
bug: kill in ap_mpm_safe_kill, pair: (ap_log_error_, kill), support: 9, confidence: 69.23%
bug: kill in join_workers, pair: (ap_log_error_, kill), support: 9, confidence: 69.23%
bug: kill in sig_coredump, pair: (ap_log_error_, kill), support: 9, confidence: 69.23%
bug: kill in close_listeners, pair: (kill, log_error_core), support: 10, confidence: 76.92%
bug: kill in signal_threads, pair: (kill, log_error_core), support: 10, confidence: 76.92%
bug: kill in ap_reclaim_child_processes, pair: (kill, log_error_core), support: 10, confidence: 76.92%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, kill), support: 6, confidence: 85.71%
bug: apr_pollset_remove in process_timeout_queue, pair: (apr_pollset_remove, kill), support: 6, confidence: 85.71%
bug: apr_signal in fatal_signal_cleanup, pair: (apr_signal, kill), support: 4, confidence: 66.67%
bug: apr_signal in make_child, pair: (apr_signal, kill), support: 4, confidence: 66.67%
bug: apr_md5_final in ap_md5contextTo64, pair: (apr_md5_final, apr_md5_init), support: 4, confidence: 80.00%
bug: apr_md5_init in default_handler, pair: (apr_md5_final, apr_md5_init), support: 4, confidence: 80.00%
bug: apr_md5_final in ap_md5contextTo64, pair: (apr_md5_final, apr_md5_update), support: 4, confidence: 80.00%
bug: apr_md5_update in default_handler, pair: (apr_md5_final, apr_md5_update), support: 4, confidence: 80.00%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (apr_strtoi64, apr_table_get), support: 6, confidence: 75.00%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (apr_strtoi64, apr_table_get), support: 6, confidence: 75.00%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (apr_pstrcat, apr_strtoi64), support: 7, confidence: 87.50%
bug: ap_dir_nofnmatch in include_config, pair: (ap_dir_nofnmatch, apr_dir_open), support: 3, confidence: 75.00%
bug: yy_fatal_error in ap_expr_yy_scan_string, pair: (realloc, yy_fatal_error), support: 6, confidence: 75.00%
bug: yy_fatal_error in ap_expr_yy_scan_bytes, pair: (realloc, yy_fatal_error), support: 6, confidence: 75.00%
bug: realloc in ap_expr_yyensure_buffer_stack, pair: (realloc, yy_fatal_error), support: 6, confidence: 66.67%
bug: realloc in ap_expr_yyrealloc, pair: (realloc, yy_fatal_error), support: 6, confidence: 66.67%
bug: realloc in ap_realloc, pair: (realloc, yy_fatal_error), support: 6, confidence: 66.67%
bug: abort_socket_nonblocking in child_main, pair: (abort_socket_nonblocking, apr_atomic_read32), support: 3, confidence: 75.00%
bug: abort_socket_nonblocking in child_main, pair: (abort_socket_nonblocking, apr_thread_mutex_unlock), support: 3, confidence: 75.00%
bug: abort_socket_nonblocking in worker_thread, pair: (abort_socket_nonblocking, apr_pool_destroy), support: 3, confidence: 75.00%
bug: abort_socket_nonblocking in push2worker, pair: (abort_socket_nonblocking, apr_pollset_add), support: 3, confidence: 75.00%
bug: abort_socket_nonblocking in listener_thread, pair: (abort_socket_nonblocking, apr_socket_close), support: 3, confidence: 75.00%
bug: abort_socket_nonblocking in push2worker, pair: (abort_socket_nonblocking, free), support: 3, confidence: 75.00%
bug: ap_get_server_protocol in event_open_logs, pair: (ap_get_server_protocol, strcmp), support: 3, confidence: 75.00%
bug: ap_cfg_closefile in process_command_config, pair: (ap_cfg_closefile, strcmp), support: 4, confidence: 66.67%
bug: ap_cfg_closefile in process_resource_config_cb, pair: (ap_cfg_closefile, strcmp), support: 4, confidence: 66.67%
bug: apr_filepath_root in ap_os_is_path_absolute, pair: (apr_filepath_root, strcmp), support: 4, confidence: 80.00%
bug: sigaction in ap_fatal_signal_setup, pair: (ap_log_error_, sigaction), support: 3, confidence: 75.00%
bug: sigaction in ap_fatal_signal_setup, pair: (apr_pool_pre_cleanup_register, sigaction), support: 3, confidence: 75.00%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_table_get), support: 5, confidence: 83.33%
bug: ap_invoke_handler in ap_process_request, pair: (ap_invoke_handler, apr_table_get), support: 7, confidence: 87.50%
bug: apr_table_addn in extract_cookie_line, pair: (apr_table_addn, apr_table_get), support: 8, confidence: 72.73%
bug: apr_table_addn in ap_get_mime_headers, pair: (apr_table_addn, apr_table_get), support: 8, confidence: 72.73%
bug: apr_table_addn in set_cookie_doo_doo, pair: (apr_table_addn, apr_table_get), support: 8, confidence: 72.73%
bug: ap_scan_http_field_content in ap_get_mime_headers, pair: (ap_scan_http_field_content, apr_table_get), support: 4, confidence: 80.00%
bug: ap_is_recursion_limit_exceeded in ap_sub_req_lookup_uri, pair: (ap_is_recursion_limit_exceeded, apr_table_get), support: 4, confidence: 80.00%
bug: ap_get_server_protocol in event_open_logs, pair: (ap_get_server_protocol, apr_table_get), support: 3, confidence: 75.00%
bug: ap_process_request_internal in ap_sub_req_lookup_uri, pair: (ap_process_request_internal, apr_table_get), support: 8, confidence: 80.00%
bug: ap_process_request_internal in ap_process_request, pair: (ap_process_request_internal, apr_table_get), support: 8, confidence: 80.00%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (apr_table_get, apr_uri_parse_hostinfo), support: 5, confidence: 83.33%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, apr_table_get), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, apr_table_get), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, apr_table_get), support: 7, confidence: 70.00%
bug: ap_parse_uri in ap_sub_req_lookup_uri, pair: (ap_parse_uri, apr_table_get), support: 5, confidence: 83.33%
bug: apr_uri_parse in ap_parse_uri, pair: (apr_table_get, apr_uri_parse), support: 5, confidence: 83.33%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, apr_table_get), support: 7, confidence: 87.50%
bug: ap_scan_http_token in ap_get_mime_headers, pair: (ap_scan_http_token, apr_table_get), support: 5, confidence: 83.33%
bug: apr_table_setn in ap_set_accept_ranges, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in set_accf_map, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_make_etag, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_get_mime_headers, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_file_walk, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in core_map_to_storage, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in create_core_server_config, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_set_last_modified, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_add_cgi_vars, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_send_http_options, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in set_override_list, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in set_define, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_set_etag, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_set_content_length, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: apr_table_setn in ap_location_walk, pair: (apr_table_get, apr_table_setn), support: 56, confidence: 78.87%
bug: ap_get_server_banner in misc_var_fn, pair: (ap_get_server_banner, apr_table_get), support: 4, confidence: 80.00%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_invoke_handler, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_invoke_handler, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_pmemdup), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in internal_internal_redirect, pair: (ap_remove_output_filter, apr_pmemdup), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, ap_run_post_read_request), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_run_post_read_request), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_finalize_request_protocol, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_finalize_request_protocol, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_process_request_internal, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_process_request_internal, ap_remove_output_filter), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_process_async_request, pair: (ap_remove_output_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_die, pair: (ap_remove_output_filter, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_http_header_filter, pair: (ap_remove_output_filter, ap_send_error_response), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_send_error_response), support: 4, confidence: 66.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_table_setn), support: 5, confidence: 83.33%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_log_rerror_, ap_remove_output_filter), support: 5, confidence: 83.33%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, apr_pstrcat), support: 5, confidence: 83.33%
bug: ap_dir_nofnmatch in ap_dir_nofnmatch, pair: (ap_dir_nofnmatch, apr_fnmatch_test), support: 3, confidence: 75.00%
bug: apr_fnmatch_test in include_config, pair: (apr_fnmatch_test, apr_pstrdup), support: 6, confidence: 85.71%
bug: apr_fnmatch_test in ap_dir_fnmatch, pair: (apr_fnmatch_test, apr_pstrcat), support: 6, confidence: 85.71%
bug: apr_fnmatch_test in server_hostname_port, pair: (apr_array_make, apr_fnmatch_test), support: 5, confidence: 71.43%
bug: apr_fnmatch_test in include_config, pair: (apr_array_make, apr_fnmatch_test), support: 5, confidence: 71.43%
bug: apr_is_empty_table in ap_directory_walk, pair: (ap_update_mtime, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_http_header_filter, pair: (ap_update_mtime, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_is_empty_table in ap_add_common_vars, pair: (ap_update_mtime, apr_is_empty_table), support: 8, confidence: 66.67%
bug: apr_is_empty_table in core_map_to_storage, pair: (ap_update_mtime, apr_is_empty_table), support: 8, confidence: 66.67%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, apr_is_empty_table), support: 8, confidence: 88.89%
